codigo,nome,categoria,rua,predio,nivel,ap,validade,data_armazenado,quantidade,numero_lote,tipo,palete
1296,ACC VDC SATIETY SMALL DOG 1.5KG,Veterinária,1,3,1,1,31/08/2026,02/07/2025,1,,AE,INTEIRO
1333,ACC VDC URINARY SMALL DOG 2KG,Veterinária,1,3,1,2,11/10/2026,08/07/2025,1,,AE,INTEIRO
157,ACC VDC GASTRO INTESTINAL 2KG,Veterinária,1,3,2,1,08/10/2026,,1,,AE,INTEIRO
184,ACC VDF URINARY S/O 1.5KG,Veterinária,1,3,2,2,14/11/2026,09/07/2025,1,,AE,INTEIRO
184,ACC VDF URINARY S/O 1.5KG,Veterinária,1,3,2,2,28/11/2026,09/07/2025,1,,AE,INTEIRO
657,ACC FHN SENSIBLE 1.5KG,Alimentação,1,4,0,1,31/08/2026,09/07/2025,1,,AP,MEIO
657,ACC FHN SENSIBLE 1.5KG,Alimentação,1,4,0,1,31/09/2026,09/07/2025,1,,AP,MEIO
700,ACC FHN STERILISED 12+ 1.5KG,Alimentação,1,4,0,2,25/07/2026,18/06/2025,1,,AP,MEIO
700,ACC FHN STERILISED 12+ 1.5KG,Alimentação,1,4,0,2,13/09/2026,18/06/2025,1,,AP,MEIO
700,ACC FHN STERILISED 12+ 1.5KG,Alimentação,1,4,0,2,20/09/2026,18/06/2025,1,,AP,MEIO
700,ACC FHN STERILISED 12+ 1.5KG,Alimentação,1,4,0,2,31/10/2026,18/06/2025,1,,AP,MEIO
593,ACC FHN INDOOR 1.5KG,Alimentação,1,4,0,3,26/08/2026,11/06/2025,1,,AP,TERCO
593,ACC FHN INDOOR 1.5KG,Alimentação,1,4,0,3,13/10/2026,11/06/2025,1,,AP,TERCO
706,ACC FHN KITTEN STERILISED 1.5KG,Alimentação,1,4,0,4,09/08/2026,02/07/2025,1,,AP,TERCO
706,ACC FHN KITTEN STERILISED 1.5KG,Alimentação,1,4,0,4,29/08/2026,02/07/2025,1,,AP,TERCO
623,ACC FHN LIGHT 1.5KG,Alimentação,1,4,0,5,29/05/2026,03/07/2026,1,,AP,TERCO
623,ACC FHN LIGHT 1.5KG,Alimentação,1,4,0,5,25/08/2026,03/07/2026,1,,AP,TERCO
1695,ACC FCN DENTAL CARE 1.5KG,Alimentação,1,4,0,6,,,1,,AP,TERCO
752,ACC VDF GASTRO INTESTINAL 1.5KG,Veterinária,1,4,2,1,23/10/2026,,1,,AE,INTEIRO
619,ACC FHN EXIGENT 1.5KG,Alimentação,1,4,2,2,08/10/2026,25/06/2025,1,,AE,INTEIRO
1715,ACC VDC G. I. LOW FAT SMALL DOG 1.5KG,Veterinária,1,5,0,1,25/10/2026,04/07/2025,1,,AP,MEIO
1023,ACC VDC SKIN CARE AD SMALL 2KG,Veterinária,1,5,0,2,04/09/2026,02/07/2025,1,,AP,MEIO
1023,ACC VDC SKIN CARE AD SMALL 2KG,Veterinária,1,5,0,2,26/10/2026,02/07/2025,1,,AP,MEIO
166,ACC VDC RENAL 2KG,Veterinária,1,5,0,3,15/07/2026,11/06/2025,1,,AP,MEIO
166,ACC VDC RENAL 2KG,Veterinária,1,5,0,3,01/09/2026,11/06/2025,1,,AP,MEIO
166,ACC VDC RENAL 2KG,Veterinária,1,5,0,3,10/10/2026,11/06/2025,1,,AP,MEIO
155,ACC VDC HYPOALLERGENIC 2KG,Veterinária,1,5,0,4,03/08/2026,02/07/2025,1,,AP,MEIO
155,ACC VDC HYPOALLERGENIC 2KG,Veterinária,1,5,0,4,04/08/2026,02/07/2025,1,,AP,MEIO
155,ACC VDC HYPOALLERGENIC 2KG,Veterinária,1,5,0,4,08/11/2026,02/07/2025,1,,AP,MEIO
1576,ACC VDC HYPOALLERGENIC MOD CALORIE 2KG,Veterinária,1,5,2,1,05/11/2026,,1,,AE,INTEIRO
168,ACC VDC HEPATIC 2KG,Veterinária,1,5,2,2,12/11/2026,08/07/2025,1,,AE,INTEIRO
622,ACC FHN HAIRBALL CARE 1.5KG,Alimentação,1,6,0,1,03/09/2026,18/06/2025,1,,AP,MEIO
622,ACC FHN HAIRBALL CARE 1.5KG,Alimentação,1,6,0,1,15/10/2026,18/06/2025,1,,AP,MEIO
596,ACC FBN PERSIAN 1.5KG,Alimentação,1,6,0,2,16/09/2026,09/07/2025,1,,AP,MEIO
596,ACC FBN PERSIAN 1.5KG,Alimentação,1,6,0,2,09/10/2026,09/07/2025,1,,AP,MEIO
596,ACC FBN PERSIAN 1.5KG,Alimentação,1,6,0,2,22/11/2026,09/07/2025,1,,AP,MEIO
670,ACC FBN KITTEN PERSIAN 32 1.5KG,Alimentação,1,6,0,3,12/08/2026,11/06/2025,1,,AP,TERCO
771,ACC FHN INDOOR 7+ 1.5KG,Alimentação,1,6,0,4,15/10/2026,02/07/2025,1,,AP,TERCO
620,ACC FHN FIT 1.5KG,Alimentação,1,6,0,5,11/09/2026,03/07/2025,1,,AP,TERCO
620,ACC FHN FIT 1.5KG,Alimentação,1,6,0,5,11/10/2026,03/07/2025,1,,AP,TERCO
620,ACC FHN FIT 1.5KG,Alimentação,1,6,0,5,26/10/2026,03/07/2025,1,,AP,TERCO
592,ACC FHN MOTHER BABY 1.5KG,Alimentação,1,6,0,6,08/08/2026,,1,,AP,TERCO
523,ACC FHN STERILISED 1.5KG,Alimentação,1,6,2,1,29/10/2026,23/06/2025,1,,AE,INTEIRO
752,ACC VDF GASTRO INTESTINAL 1.5KG,Veterinária,1,6,2,2,23/11/2026,08/07/2025,1,,AE,INTEIRO
1576,ACC VDC HYPOALLERGENIC MOD CALORIE 2KG,Veterinária,1,7,0,1,01/08/2026,09/07/2025,1,,AP,MEIO
1576,ACC VDC HYPOALLERGENIC MOD CALORIE 2KG,Veterinária,1,7,0,1,05/11/2026,09/07/2025,1,,AP,MEIO
157,ACC VDC GASTRO INTESTINAL 2KG,Veterinária,1,7,0,2,27/08/2026,09/07/2025,1,,AP,MEIO
157,ACC VDC GASTRO INTESTINAL 2KG,Veterinária,1,7,0,2,07/09/2026,09/07/2025,1,,AP,MEIO
1669,ACC VDC RENAL SMALL 2KG,Veterinária,1,7,0,3,15/09/2026,09/07/2025,1,,AP,MEIO
1669,ACC VDC RENAL SMALL 2KG,Veterinária,1,7,0,3,10/10/2026,09/07/2025,1,,AP,MEIO
1669,ACC VDC RENAL SMALL 2KG,Veterinária,1,7,0,3,20/11/2026,09/07/2025,1,,AP,MEIO
1153,ACC VDC GASTRO INTESTINAL PUPPY 2KG,Veterinária,1,7,0,4,03/09/2026,02/07/2025,1,,AP,MEIO
1153,ACC VDC GASTRO INTESTINAL PUPPY 2KG,Veterinária,1,7,0,4,15/11/2026,02/07/2025,1,,AP,MEIO
618,ACC VDC GASTRO INTESTINAL LOW FAT 1.5KG,Veterinária,1,7,2,1,25/10/2026,04/07/2025,1,,AE,INTEIRO
1296,ACC VDC SATIETY SMALL DOG 1.5KG,Veterinária,1,7,2,2,17/09/2026,,1,,AE,INTEIRO
184,ACC VDF URINARY S/O 1.5KG,Veterinária,1,8,0,1,12/08/2026,09/07/2025,1,,AP,MEIO
184,ACC VDF URINARY S/O 1.5KG,Veterinária,1,8,0,1,24/10/2026,09/07/2025,1,,AP,MEIO
1300,ACC FCN DIGESTIVE CARE 1.5KG,Alimentação,1,8,0,2,14/08/2026,09/07/2025,1,,AP,MEIO
1300,ACC FCN DIGESTIVE CARE 1.5KG,Alimentação,1,8,0,2,14/10/2026,09/07/2025,1,,AP,MEIO
1300,ACC FCN DIGESTIVE CARE 1.5KG,Alimentação,1,8,0,2,22/11/2026,09/07/2025,1,,AP,MEIO
1300,ACC FCN DIGESTIVE CARE 1.5KG,Alimentação,1,8,0,2,14/11/2026,09/07/2025,1,,AP,MEIO
621,ACC FHN HAIR & SKIN CARE 1.5KG,Alimentação,1,8,0,3,25/08/2026,03/07/2025,1,,AP,TERCO
